,기준일시,일 평균 풍속 (m/s),일 풍정 (m),최대풍향,최대풍속 (m/s),최대순간풍향,최대순간풍속 (m/s),일 평균기온 (C),최고기온 (C),최저기온 (C),일 평균 이슬점온도 (C),일 평균 지면온도 (C),일 최저 초상온도 (C),일 평균 상대습도 (%),최저습도 (%),일 평균 수증기압 (hPa),소형 증발량 (mm),대형 증발량 (mm),안개계속시간 (hr),일 평균 현지기압 (hPa),일 평균 해면기압 (hPa),최고 해면기압 (hPa),최고 해면기압 시각 (시분),최저 해면기압 (hPa),일 평균 전운량 (1/10),일조합 (hr),가조시간 (hr),캄벨 일조 (hr),일사합 (MJ/m2),최대 1시간일사 (MJ/m2),최대 1시간일사 시각 (시분),일 강수량 (mm),9-9 강수량 (mm),강수계속시간 (hr),1시간 최다강수량 (mm),1시간 최다강수량 시각 (시분),10분간 최다강수량 (mm),10분간 최다강수량 시각 (시분),최대 강우강도 (mm/h),최대 강우강도 시각 (시분),최심 신적설 (cm),최심 신적설 시각 (시분),최심 적설 (cm),최심 적설 시각 (시분),0.5m 지중온도 (C) ,1.0m 지중온도 (C),1.5m 지중온도 (C),3.0m 지중온도 (C),5.0m 지중온도 (C)
10,2012-01-11,3.2333333333333334,2792.6236559139784,28.602150537634408,6.429032258064516,27.774193548387096,11.216129032258063,-2.760215053763441,1.0021505376344086,-7.279569892473118,-13.075268817204302,-1.281720430107527,-10.336559139784946,47.81075268817204,28.172043010752688,2.4,1.83,,,1016.2817204301075,1030.0946236559141,1032.4849462365592,2055.021505376344,1027.010752688172,2.995,7.052688172043011,9.892391304347827,,10.062162162162162,1.758918918918919,1216.2162162162163,0.9499999999999998,0.575,3.28,,-9.0,,-9.0,,,8.1,1150.0,12.059999999999999,440.6,3.7399999999999998,7.234999999999999,10.023076923076925,15.13076923076923,17.123076923076923
11,2012-01-12,2.3010752688172045,1987.6236559139784,25.268817204301076,5.354838709677419,25.225806451612904,8.741935483870968,-3.1903225806451614,2.227956989247312,-9.23225806451613,-11.281720430107528,-2.1451612903225805,-12.038709677419353,56.58924731182796,36.10752688172043,2.7451612903225806,1.65,,,1014.7860215053764,1028.6032258064517,1032.4935483870968,422.26881720430106,1025.4612903225807,3.7625,6.780645161290323,9.91304347826087,,10.316216216216215,1.8664864864864865,1191.8918918918919,0.2681818181818182,0.044444444444444446,2.93,,-9.0,,-9.0,,,0.8374999999999999,1516.25,6.922222222222222,1336.888888888889,3.5149999999999997,7.15,9.907692307692308,15.069230769230769,17.123076923076923
12,2012-01-13,2.0602150537634407,1782.6129032258063,28.182795698924732,5.33010752688172,27.666666666666668,9.1,-0.04193548387096771,5.306451612903226,-4.645161290322581,-7.145161290322581,-0.32258064516129026,-8.536559139784947,61.02043010752688,37.516129032258064,3.6806451612903226,1.5210526315789472,,,1010.9150537634409,1024.5010752688172,1026.2913978494623,440.9462365591398,1022.7301075268816,4.305,4.373118279569892,9.930434782608696,,7.8886486486486485,1.4959459459459459,1232.4324324324325,0.11304347826086956,0.55,3.746923076923077,,-9.0,,-9.0,,,0.5333333333333333,1300.0,8.566666666666666,650.3333333333334,3.655,7.140000000000001,9.838461538461539,15.0,17.023076923076925
13,2012-01-14,2.0172043010752687,1742.5483870967741,25.70967741935484,5.0,26.602150537634408,8.344086021505376,-0.821505376344086,4.922580645161291,-6.213978494623656,-12.417204301075268,-0.7075268817204301,-9.870967741935484,46.15806451612903,19.731182795698924,2.498924731182796,1.975,,,1010.2860215053764,1023.920430107527,1026.2129032258065,813.8709677419355,1021.8301075268816,3.4799999999999995,8.112903225806452,9.95,,11.592162162162163,1.9451351351351351,1208.1081081081081,0.0,0.0,5.75,,-9.0,,-9.0,,,0.0,1.0,15.533333333333333,1.0,3.5799999999999996,7.005,9.723076923076924,14.907692307692308,17.03846153846154
14,2012-01-15,1.6096774193548387,1390.5806451612902,25.602150537634408,3.920430107526882,24.462365591397848,6.464516129032258,-0.42580645161290326,3.8516129032258064,-3.70752688172043,-9.760215053763442,-0.1827956989247312,-6.638709677419355,51.65913978494624,29.72043010752688,2.9989247311827953,1.43,,,1007.7731182795699,1021.3537634408601,1023.3731182795699,731.7741935483871,1019.358064516129,7.35,2.561290322580645,9.969565217391304,,7.049189189189189,1.2227027027027026,1221.6216216216217,0.2,0.39999999999999997,10.92,,-9.0,,-9.0,,,0.1,1700.0,23.1,1.0,3.5799999999999996,7.0,9.546153846153846,14.8,16.96153846153846
15,2012-01-16,1.561290322580645,1347.720430107527,18.806451612903224,3.718279569892473,17.655913978494624,6.017204301075269,1.4365591397849462,7.234408602150537,-3.525806451612903,-5.10752688172043,0.9451612903225807,-6.265591397849463,63.91720430107527,40.333333333333336,4.393548387096774,1.31,,,1005.5408602150538,1018.9903225806452,1021.3817204301075,113.04301075268818,1016.5817204301076,5.7725,3.7688172043010755,9.990217391304348,,7.2481081081081085,1.337027027027027,1218.918918918919,3.2027027027027026,3.2363636363636363,4.827058823529412,,-9.0,,-9.0,,,0.35,2050.0,22.95,1050.5,3.595,6.865,9.515384615384615,14.753846153846155,16.953846153846154
16,2012-01-17,1.1440860215053763,990.5268817204301,21.666666666666668,3.246236559139785,21.870967741935484,5.174193548387096,3.0021505376344084,8.727956989247312,-0.9698924731182796,-1.1204301075268817,2.3795698924731186,-4.5677419354838715,75.947311827957,52.88172043010753,5.786021505376344,1.215,,1.75,1007.3612903225807,1020.7440860215054,1022.1365591397849,1280.021505376344,1018.9849462365592,6.1325,2.434408602150538,10.011956521739132,,7.035135135135135,1.335135135135135,1202.7027027027027,0.5065217391304347,0.71,2.5705,,-9.0,,-9.0,,,,,22.7,1.0,3.65,6.805,9.407692307692308,14.707692307692307,16.93076923076923
17,2012-01-18,1.470967741935484,1271.279569892473,18.763440860215052,3.746236559139785,19.451612903225808,5.983870967741935,2.7311827956989245,7.437634408602151,-1.2978494623655914,-1.8365591397849461,2.1881720430107525,-4.550537634408602,74.10752688172043,49.58064516129032,5.583870967741935,0.79,,4.806666666666667,1008.5623655913979,1021.9752688172043,1023.7483870967743,1019.3440860215054,1019.9279569892474,6.852500000000001,2.7688172043010755,10.032608695652174,,6.1816216216216215,1.2921621621621622,1221.6216216216217,1.1377777777777778,3.586666666666667,5.395789473684211,,-9.0,,-9.0,,,,,21.35,1.0,3.7600000000000002,6.775,9.292307692307691,14.592307692307692,16.86923076923077
18,2012-01-19,2.274193548387097,1964.720430107527,16.086021505376344,4.66236559139785,15.086021505376344,7.961290322580645,4.902150537634409,7.495698924731183,2.039784946236559,1.756989247311828,3.5225806451612907,0.6408602150537634,81.1752688172043,65.56989247311827,7.091397849462366,0.795,,3.27,1007.8623655913979,1021.147311827957,1022.6032258064516,464.505376344086,1019.2150537634409,9.4625,0.3150537634408602,10.056521739130435,,3.496756756756757,0.7291891891891892,1181.081081081081,4.7620689655172415,3.1149999999999998,13.125405405405406,,-9.0,,-9.0,,,12.0,2400.0,24.950000000000003,1200.5,3.473684210526316,6.326315789473685,9.207692307692309,14.53076923076923,16.823076923076925
19,2012-01-20,2.6892473118279567,2326.7526881720432,12.634408602150538,5.052688172043011,11.526881720430108,8.547311827956989,6.037634408602151,8.951612903225806,3.679569892473118,1.1387096774193548,4.43763440860215,1.3086021505376344,72.20860215053763,56.655913978494624,6.737634408602151,1.035,,,1008.3645161290322,1021.6096774193549,1022.6290322580645,1144.3440860215053,1020.420430107527,9.4725,0.7623655913978495,10.083695652173912,,4.773243243243243,0.9816216216216216,1145.945945945946,2.05,2.8277777777777775,7.82264705882353,,-9.0,,-9.0,,,7.0,2400.0,20.35,1200.5,4.0200000000000005,6.709999999999999,9.161538461538461,14.5,16.815384615384616
20,2012-01-21,2.1086021505376342,1822.978494623656,25.903225806451612,4.505376344086022,25.666666666666668,7.264516129032258,3.9516129032258065,6.847311827956989,1.632258064516129,0.4774193548387097,3.975268817204301,0.12150537634408604,79.10967741935484,64.58064516129032,6.436559139784946,1.18,,15.67,1007.2698924731184,1020.6,1022.2451612903226,824.0967741935484,1019.052688172043,9.3475,0.5752688172043011,10.109782608695653,,4.878108108108108,1.008108108108108,1224.3243243243244,1.7855421686746986,1.2315789473684209,9.542162162162162,,-9.0,,-9.0,,,2.2,2400.0,39.9,1850.0,4.29,6.75,9.192307692307692,14.353846153846153,16.807692307692307
21,2012-01-22,3.986021505376344,3446.7634408602153,28.258064516129032,6.760215053763441,27.881720430107528,11.10752688172043,-1.4,2.7268817204301077,-5.838709677419355,-11.438709677419354,1.221505376344086,-6.847311827956989,50.20215053763441,27.301075268817204,2.9,1.98,,,1008.8451612903226,1022.4591397849462,1024.9301075268818,2260.0752688172042,1019.7946236559139,5.0200000000000005,7.024731182795699,10.129347826086956,,10.635405405405406,1.8816216216216217,1227.027027027027,0.7090909090909091,4.68,3.2378571428571425,,-9.0,,-9.0,,,6.3,2400.0,23.099999999999998,1200.5,4.475,6.76,9.023076923076923,14.238461538461538,16.723076923076924
22,2012-01-23,3.443010752688172,2973.7741935483873,28.440860215053764,6.78494623655914,28.634408602150536,11.665591397849463,-6.074193548387097,-2.1623655913978492,-9.281720430107528,-17.099999999999998,-2.556989247311828,-10.64516129032258,44.704301075268816,27.053763440860216,1.7763440860215052,1.6800000000000002,,,1011.5419354838709,1025.47311827957,1026.8870967741937,1642.258064516129,1023.663440860215,2.7649999999999997,7.898924731182796,10.152173913043478,,11.90891891891892,1.9802702702702701,1227.027027027027,1.955,3.5200000000000005,6.39375,,-9.0,,-9.0,,,5.937500000000001,1640.625,9.877777777777778,1458.4444444444443,4.305,6.815,8.976923076923077,14.107692307692307,16.7
23,2012-01-24,2.175268817204301,1877.1397849462367,26.698924731182796,5.540860215053763,26.989247311827956,9.502150537634408,-5.641935483870968,-0.775268817204301,-10.170967741935483,-15.004301075268819,-2.924731182795699,-11.864516129032259,51.255913978494625,29.634408602150536,2.08494623655914,1.7100000000000002,,,1010.2591397849463,1024.1505376344087,1026.967741935484,286.3763440860215,1021.6989247311828,3.8325000000000005,6.72258064516129,10.184782608695652,,10.761891891891892,1.7943243243243243,1200.0,0.64,1.24,3.9540909090909087,,-9.0,,-9.0,,,1.7941176470588236,1674.8823529411766,5.7894736842105265,1290.8947368421052,4.045,6.83,8.946153846153846,14.100000000000001,16.676923076923078
24,2012-01-25,2.9053763440860214,2514.6344086021504,28.419354838709676,6.465591397849462,28.795698924731184,11.23010752688172,-5.669892473118279,-1.8365591397849463,-9.429032258064517,-14.833333333333334,-2.4397849462365593,-11.695698924731182,52.80215053763441,29.78494623655914,2.1354838709677417,1.7399999999999998,,,1009.7483870967743,1023.6161290322581,1026.4161290322581,2251.2580645161293,1021.1397849462365,3.125,7.721505376344086,10.21304347826087,,12.064864864864864,2.064864864864865,1243.2432432432433,1.5092592592592593,0.9400000000000001,6.52,,-9.0,,-9.0,,,3.5333333333333337,806.3703703703703,5.683870967741935,626.6774193548387,3.85,6.75,8.953846153846154,14.053846153846154,16.66923076923077
25,2012-01-26,1.7849462365591398,1543.8064516129032,24.688172043010752,5.037634408602151,25.172043010752688,8.478494623655914,-3.2204301075268815,3.0881720430107524,-10.70752688172043,-10.425806451612903,-1.9236559139784948,-12.397849462365592,60.19892473118279,36.98924731182796,2.949462365591398,1.65,,,1011.8032258064516,1025.574193548387,1027.7139784946237,587.247311827957,1023.5537634408602,3.9299999999999997,6.234408602150537,10.231521739130434,,11.114594594594594,1.9408108108108109,1194.5945945945946,0.19705882352941176,0.3,2.991,,-9.0,,-9.0,,,0.85,940.2,5.4,323.45454545454544,3.475,6.505,8.784615384615385,13.930769230769231,16.592307692307692
26,2012-01-27,1.518279569892473,1312.720430107527,25.78494623655914,4.435483870967742,25.096774193548388,7.187096774193548,0.3064516129032258,6.066666666666667,-4.7924731182795695,-5.350537634408602,0.12903225806451613,-7.912903225806452,68.61505376344086,43.96774193548387,4.219354838709677,1.725,,2.46,1010.9333333333334,1024.5150537634408,1025.8935483870969,1192.6559139784947,1022.858064516129,4.7425,5.02258064516129,10.258695652173913,,9.407297297297298,1.722972972972973,1210.8108108108108,0.26216216216216215,0.17777777777777778,2.433529411764706,,-9.0,,-9.0,,,0.71,933.2,5.2,552.4375,3.375,6.415000000000001,8.746153846153847,13.915384615384616,16.576923076923077
27,2012-01-28,1.9172043010752688,1656.3225806451612,21.451612903225808,4.802150537634409,20.817204301075268,7.719354838709677,0.421505376344086,5.779569892473118,-3.721505376344086,-11.809677419354838,0.846236559139785,-6.804301075268817,45.516129032258064,15.67741935483871,2.70752688172043,2.15,,7.46,1012.8129032258065,1026.4139784946237,1028.3333333333333,1040.6666666666667,1024.332258064516,5.342499999999999,7.198924731182796,10.29782608695652,,12.3,2.147027027027027,1208.1081081081081,1.6,11.3,12.75,,-9.0,,-9.0,,,1.0,515.0,20.333333333333332,172.33333333333334,3.34,6.380000000000001,8.73076923076923,13.838461538461539,16.523076923076925
28,2012-01-29,2.238709677419355,1932.6236559139784,26.752688172043012,5.48494623655914,26.817204301075268,9.174193548387096,-0.7043010752688172,4.87741935483871,-5.583870967741935,-14.709677419354838,-0.18172043010752686,-8.940860215053764,38.73118279569893,17.21505376344086,2.1301075268817202,2.465,,,1014.2720430107527,1027.9795698924731,1029.4247311827958,1087.1397849462367,1026.2956989247311,1.8625,8.071739130434782,10.322826086956523,,12.015945945945946,2.0013513513513512,1200.0,25.9,18.4,18.58,,-9.0,,-9.0,,,29.2,1700.0,41.55,700.5,3.3899999999999997,6.39,8.707692307692309,13.753846153846155,16.47692307692308
29,2012-01-30,2.653763440860215,2295.8602150537636,26.774193548387096,5.812903225806452,26.419354838709676,9.817204301075268,-2.6268817204301076,2.3903225806451616,-6.947311827956989,-19.39677419354839,-0.9774193548387098,-10.325806451612904,30.468817204301075,13.397849462365592,1.4763440860215056,2.4650000000000003,,,1014.7107526881721,1028.5139784946236,1030.6225806451612,747.6451612903226,1026.1709677419353,1.2825,8.820430107526882,10.346739130434782,,14.164324324324326,2.3024324324324326,1200.0,16.8,13.8,17.25,,-9.0,,-9.0,,,17.3,1900.0,45.45,900.5,3.3850000000000002,6.295,8.607692307692307,13.723076923076924,16.446153846153848
30,2012-01-31,2.3763440860215055,2047.5698924731182,23.838709677419356,6.32391304347826,24.473118279569892,11.170652173913044,-1.9505376344086023,3.593548387096774,-8.950537634408603,-9.911827956989248,-1.3311827956989246,-11.583870967741936,58.762365591397845,26.021505376344088,3.339784946236559,1.275,,,1008.6172043010752,1022.2913978494624,1028.4666666666667,148.40860215053763,1016.5881720430107,5.65,4.148387096774194,10.379347826086956,,8.738378378378378,1.6464864864864865,1127.027027027027,3.730120481927711,3.4714285714285715,6.525714285714286,,-9.0,,-9.0,,,4.120833333333334,2142.3333333333335,7.45,2042.375,3.315,6.24,8.576923076923077,13.738461538461538,16.446153846153848
31,2012-02-01,4.067032967032968,3516.7252747252746,27.462365591397848,7.043956043956044,27.344086021505376,12.089010989010989,-5.997849462365591,0.19569892473118278,-10.116129032258064,-14.572043010752688,-0.49247311827956985,-10.144086021505377,53.49354838709677,35.064516129032256,2.2483870967741937,1.5550000000000002,,,1010.2172043010752,1024.1473118279569,1027.8172043010752,2296.537634408602,1018.7129032258065,3.585,7.517204301075269,10.409782608695652,,12.288108108108108,2.0543243243243245,1208.1081081081081,0.7580645161290323,3.5875,5.103928571428571,,-9.0,,-9.0,,,2.3666666666666667,1238.1333333333334,6.544827586206897,570.2413793103449,3.22,6.12,8.484615384615385,13.592307692307692,16.407692307692308
32,2012-02-02,3.463440860215054,2999.2473118279568,28.451612903225808,6.594623655913978,27.526881720430108,11.489247311827956,-9.750537634408602,-5.383870967741935,-13.466666666666667,-18.89569892473118,-3.026086956521739,-13.501075268817203,50.61720430107526,32.83870967741935,1.5204301075268818,1.58,,,1015.0860215053764,1029.289247311828,1031.1129032258063,1401.5591397849462,1027.2623655913978,2.8525,8.066666666666666,10.43695652173913,,13.247297297297298,2.1786486486486485,1216.2162162162163,1.5565217391304347,0.8428571428571429,9.364117647058823,,-9.0,,-9.0,,,3.3647058823529408,1027.2941176470588,7.037931034482758,588.8275862068965,3.1599999999999997,6.105,8.407692307692308,13.569230769230769,16.315384615384616
33,2012-02-03,2.3451612903225807,2028.1505376344087,25.677419354838708,5.59247311827957,26.118279569892472,9.33010752688172,-6.765591397849463,-0.632258064516129,-13.363440860215054,-14.77741935483871,-2.4075268817204303,-13.663440860215054,56.55698924731183,33.946236559139784,2.1236559139784945,1.7600000000000002,,,1012.4247311827957,1026.4247311827958,1030.0763440860217,21.161290322580644,1023.6559139784946,3.0425,8.323655913978495,10.470652173913043,,13.24189189189189,2.185135135135135,1208.1081081081081,0.29333333333333333,0.39166666666666666,3.813636363636364,,-9.0,,-9.0,,,0.9600000000000001,1329.2666666666667,6.803846153846154,324.2307692307692,2.965,6.0,8.346153846153847,13.5,16.338461538461537
34,2012-02-04,2.0688172043010753,1784.7956989247311,27.548387096774192,5.711827956989247,27.204301075268816,9.988172043010753,-1.7666666666666664,4.179569892473118,-7.447311827956989,-9.981720430107526,-0.7731182795698925,-10.084946236559139,56.924731182795696,30.612903225806452,2.995698924731183,1.9899999999999998,,,1012.2408602150537,1025.9408602150538,1027.5569892473118,1626.268817204301,1024.1376344086023,3.8274999999999997,7.020430107526882,10.503260869565217,,11.642162162162162,1.972972972972973,1240.5405405405406,0.17567567567567569,0.18,3.0573684210526313,,-9.0,,-9.0,,,0.6533333333333334,559.0,6.309090909090909,340.59090909090907,2.805,5.955,8.323076923076924,13.407692307692308,16.307692307692307
35,2012-02-05,1.1440860215053763,989.6344086021505,20.49462365591398,3.0268817204301075,20.301075268817204,4.896774193548387,-0.5333333333333333,5.517204301075269,-5.134408602150538,-8.69784946236559,-0.1989247311827957,-7.820430107526882,58.424731182795696,31.365591397849464,3.4150537634408606,1.61,,,1010.4462365591398,1024.0569892473118,1027.2698924731183,138.65591397849462,1021.247311827957,6.225,3.872043010752688,10.53695652173913,,8.404054054054054,1.578108108108108,1270.2702702702702,0.18421052631578946,0.11666666666666665,3.75,,-9.0,,-9.0,,,0.05,750.0,8.275,69.0909090909091,2.8049999999999997,5.82,8.207692307692309,13.36923076923077,16.276923076923076
36,2012-02-06,1.264516129032258,1095.978494623656,22.376344086021504,3.7451612903225806,22.21505376344086,5.826881720430107,1.2634408602150538,5.965591397849462,-4.137634408602151,-4.473118279569892,0.44193548387096776,-6.79247311827957,68.45698924731182,46.655913978494624,4.679569892473118,1.395,,3.665,1002.9795698924731,1016.394623655914,1022.1,13.559139784946236,1012.6182795698925,8.5175,1.4978494623655916,10.565217391304348,,5.702702702702703,1.145135135135135,1148.6486486486488,3.807017543859649,3.183333333333333,7.074827586206896,,-9.0,,-9.0,,,0.2,2339.5,11.642857142857142,337.85714285714283,2.875,5.8100000000000005,8.184615384615386,13.307692307692308,16.223076923076924
37,2012-02-07,4.660215053763441,4025.021505376344,28.817204301075268,7.996774193548387,29.096774193548388,13.631182795698924,-3.49247311827957,2.960215053763441,-8.374193548387096,-13.497849462365592,-0.332258064516129,-9.386021505376345,49.134408602150536,30.150537634408604,2.5086021505376346,2.045,,4.83,1003.7107526881721,1017.3720430107528,1022.668817204301,2305.6451612903224,1012.2913978494624,4.282500000000001,7.232258064516129,10.597826086956522,,12.707297297297298,2.126486486486486,1218.918918918919,0.35714285714285715,1.842857142857143,4.321923076923077,,-9.0,,-9.0,,,1.7333333333333334,2100.0833333333335,5.913333333333333,1680.2666666666667,2.925,5.715,8.207692307692309,13.223076923076924,16.13076923076923
38,2012-02-08,3.278494623655914,2829.1827956989246,27.053763440860216,7.053763440860215,27.64516129032258,12.010752688172044,-6.079569892473118,-1.5655913978494622,-10.76774193548387,-15.251612903225807,-2.9161290322580644,-12.141935483870968,51.36021505376344,31.892473118279568,2.0623655913978496,1.8199999999999998,,,1008.563440860215,1022.447311827957,1024.5720430107526,2177.010752688172,1019.7021505376345,3.9775,7.168817204301075,10.638043478260869,,12.403783783783783,2.1259459459459458,1210.8108108108108,1.31,0.676923076923077,8.01695652173913,,-9.0,,-9.0,,,3.2636363636363637,1553.7272727272727,6.366666666666667,1424.2916666666667,2.93,5.71,8.069230769230769,13.153846153846153,16.107692307692307
